KO,G34369,G34415,G34450,G34481,G34510,G34569,G34647,G34393,G34421,G34458,G34499,G34524,G37547,G34402,G34430,G34473,G34500,G34533,G34621
K05749,279,201,153,120,185,175,169,20,285,75,428,192,456,441,126,109,135,40,160
K05750,5,3,4,1,1,9,7,1,7,5,27,3,7,12,2,0,32,3,6
K05751,1,0,4,3,1,3,0,3,0,0,4,2,4,9,1,0,1,2,2
K05752,13,14,9,4,23,24,17,2,13,6,56,14,23,34,13,6,5,5,26
K05753,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
K05754,14,22,7,10,31,13,18,0,26,2,51,11,30,45,3,7,12,4,22
K05755,120,152,71,82,85,102,74,16,134,45,149,180,134,266,69,80,78,20,111
K05756,61,128,61,54,82,79,58,16,127,31,135,152,108,247,34,33,35,9,92
K05757,123,85,93,118,166,109,96,9,116,31,263,107,265,201,56,86,69,16,153
K05758,125,301,76,66,129,140,98,12,215,24,230,278,241,458,52,57,53,14,103
K05759,15,161,50,82,36,58,28,4,69,9,67,145,82,163,19,45,25,2,28
K05760,10,354,25,7,34,23,12,12,50,11,19,58,11,47,11,8,20,10,15
K05761,73,474,159,119,120,98,55,16,145,62,130,111,180,173,77,88,65,27,56
K05762,6,0,17,9,9,6,10,1,14,5,8,29,19,31,9,4,12,5,2
K05763,71,6,17,12,2,8,22,35,3,8,13,74,22,26,26,25,133,59,8
K05764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K05765,75,225,75,84,88,97,61,9,160,40,146,167,150,209,50,75,50,15,92
K05766,12,45,21,7,10,25,14,5,16,22,22,16,35,20,10,17,7,5,12
K05767,3,3,11,5,1,10,5,3,8,7,4,5,8,17,3,5,12,1,9
K05768,248,225,273,353,241,185,180,38,263,106,513,157,605,411,149,321,165,54,274
K05769,9,3,10,6,7,6,3,4,2,4,9,3,6,2,5,3,4,0,5
K05770,3054,1677,2517,2523,355,1331,1470,1830,1850,2679,2504,3765,2806,1520,2761,2471,1572,803,1160
K05772,1429,2046,1599,1775,355,1246,1102,2256,1926,1255,1954,1796,1727,1815,1514,2612,1194,1538,1665
K05773,1141,1534,1191,1293,291,1055,966.5,1647,1491,903.5,1518,1276.5,1304,1370.5,982.5,2018,911,1250,1453
K05774,18,152,143,177,34,167,125,127,239,73,210,63,246,115,56,155,16,101,502
K05775,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
K05776,909,713,375,156,347,541,453,1204,705,274,472,509,394,596,384,202,911,680,502
K05777,545,555,549,789,237,265,193,791,440,453,540,569,514,487,504,1339,570,273,329
K05778,413,329,250,313,188,192,132,709,277,246,286,345,233,335,257,580,483,233,254
K05779,237,246,232,312,132,127,130,404,183,195,394,235,304,259,251,444,290,138,196
K05780,26,175,189,351,23,227,138,164,366,85,320,103,487,125,133,444,17,122,764
K05781,27,269,275,416,12,244,145,263,393,109,394,96,564,206,165,532,16,154,949
K05782,333,518,294,249,141,349,214,704,518,199,289,424,178,433,310,442,189,290,298
K05783,37,134,62,32,43,101,67,314,167,45,71,102,28,188,68,59,29,135,62
K05784,35,82,41,32,18,67,37,237,97,26,50,72,26,105,48,34,18,73,43
K05785,577,378,145,116,178,308,156,476,376,130,128,415,105,419,162,281,444,222,215
K05786,7804,7444,4581,4555,542,4550,2882,7437,6952,4453,5182,7906,4813,4737,5246,8671,5023,3752,4711
K05787,34,43,27,38,35,46,41,108,45,20,59,71,51,50,53,48,36,54,49
K05788,3329,2195,2379,1995,337,1525,1692,3760,2314,2370,2335,4095,2276,1763,2891,2330,2346,1869,1617
K05789,9,4,3,0,1,6,12,45,4,3,5,16,1,5,0,0,21,23,0
K05790,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
K05791,49,39,52,35,56,42,36,41,47,24,57,24,94,62,40,51,33,24,48
K05792,29,86,42,58,3,53,60,83,51,61,77,71,63,48,45,101,38,57,66
K05793,8,9,0,1,0,6,5,14,8,1,14,4,5,4,0,0,6,5,0
K05794,283,481,302,198,352,344,414,553,499,218,510,430,608,593,351,195,245,422,410
K05795,51,20,19,28,14,31,24,42,21,19,42,31,32,33,6,86,31,14,41
K05796,3,21,1,0,3,23,10,20,16,3,3,14,0,29,2,0,4,31,0
K05797,6,17,37,25,0,2,9,71,20,23,42,20,4,32,40,28,13,103,12
K05798,338,237,211,200,61,286,204,286,319,234,314,314,307,155,222,342,251,146,253
K05799,923,690,426,589,306,640,401,1126,755,310,672,406,837,662,237,727,607,785,1382
K05800,2400,2024,914,1293,521,1344,892,2449,1630,654,1381,1412,1504,1576,733,1875,1992,1220,2253
K05801,3706,2961,2395,2475,666,2167,2038,4738,3008,2385,2807,3335,2484,2531,2387,3475,3533,2824,2060
K05802,1210,2434,812,1336,440,1421,2265,7890,1956,586,2140,2990,1948,1816,793,2161,1790,4412,2826
K05803,21,62,32,45,22,93,128,272,132,48,60,79,39,133,55,110,24,98,93
K05804,0,0,0,0,1,3,1,4,0,2,0,2,0,3,0,3,2,0,5
K05805,32,87,107,230,53,148,165,299,166,77,252,64,286,90,21,199,31,120,502
K05807,8563,3679,5943,5506,764,2891,3133,7208,4475,5650,4970,8467,5482,3007,5832,5375,5039,2680,2485
K05808,1065,1315,2990,1346,204,1110,967,1062,1726,2476,847,812,1801,883,2830,1365,1100,503,1280
K05809,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
K05810,5634,5086,4671,4364,758,3441,3068,5614,4838,5353,4066,6242,4258,3311,5394,5628,3872,2693,2771
K05812,5,35,15,22,58,29,28,188,35,7,38,30,22,64,11,43,7,106,58
K05813,4435,2514,2426,2345,407,931,2006,2489,1919,1898,4462,4525,4080,1976,1635,2665,3229,1832,1647
K05814,3071,1502,1821,1666,299,646,1358,2000,1214,1396,2904,3101,2772,1185,1209,1944,2303,1219,1014
K05815,3023,1770,1907,1960,326,744,1621,2406,1475,1574,3319,3451,3336,1255,1341,2284,2164,1364,1457
K05816,2731,1779,1809,1810,344,738,1187,1814,1310,1566,2376,2715,2370,1366,1279,2140,2213,1203,987
K05817,13,14,8,3,4,17,4,24,12,9,4,3,1,2,9,7,6,18,5
K05818,150,212,23,8,64,93,36,97,86,10,27,156,16,144,25,8,121,62,28
K05819,1,7,5,1,0,8,10,2,8,15,0,5,3,1,13,5,4,4,3
K05820,554,641,208,73,166,510,308,862,532,155,200,705,267,497,276,164,306,503,277
K05821,2,0,4,1,1,2,1,1,0,2,0,1,4,1,0,2,0,3,0
K05822,6,31,9,6,2,15,5,47,22,12,12,28,15,33,13,1,24,29,6
K05823,47,83,73,66,11,51,55,72,76,36,96,78,126,68,64,129,75,76,108
K05824,2,51,28,11,10,58,44,66,47,16,21,16,29,54,12,32,5,84,26
K05825,463,1284,899,892,235,1141,1057,1522,1398,709,940,822,1078,1189,775,1062,366,1367,1338
K05826,30,167,11,2,0,17,163,1181,31,5,28,308,4,94,14,0,226,775,7
K05827,126,618,25,16,8,93,789,5465,160,34,143,1263,31,492,89,12,1314,3755,4
K05828,40,402,20,1,5,55,419,2767,109,27,89,610,17,235,54,3,539,2010,6
K05829,90,600,121,60,34,160,618,3716,261,85,173,998,86,529,146,115,819,2910,67
K05830,140,750,68,69,25,180,708,4288,253,56,212,984,68,432,102,87,859,3115,90
K05831,95,328,9,2,0,33,424,3473,73,22,61,785,18,131,59,2,699,2033,6
K05832,19,9,11,0,2,9,12,13,2,15,11,2,20,9,9,10,14,11,17
K05833,14,44,31,39,1,30,37,40,28,35,47,39,41,28,32,67,8,19,33
K05834,1369,510,378,420,150,573,316,1082,600,366,495,699,636,272,324,480,1284,577,1018
K05835,9,15,12,9,8,19,24,51,12,23,6,23,6,15,17,6,27,26,7
K05836,1501,690,85,135,313,292,127,274,355,57,213,356,195,491,179,251,1418,184,205
K05837,16434,10290,17193,14423,1220,6542,8662,14689,11453,15473,14152,17719,16575,7605,17928,13797,10765,7585,7111
K05838,1094,3229,1512,1937,491,2118,1419,1793,2782,1131,2408,2194,2277,2683,1470,3752,921,1384,2778
K05841,183,205,261,295,233,188,114,37,271,118,323,161,451,333,123,291,168,48,210
K05844,761,5227,1884,2553,616,2377,2757,3583,3436,1554,5232,3057,4735,2800,1667,3491,1120,2264,3656
K05845,117.5,402,307,467.5,76,461,240.5,535,594.5,176.5,450.5,286,688,359.5,231,501,214.5,406.5,1047.5
K05846,132.5,526,405,819.5,66,565,325.5,675,769.5,260.5,780.5,313,1097,396.5,237,781,205.5,573.5,1779.5
K05847,217,557,353,538,129,515,332,653,729,250,617,450,771,567,287,683,289,596,1248
K05849,653,388,907,743,536,544,453,109,731,307,1042,459,1296,995,439,764,611,141,568
K05850,538,671,472,294,510,491,368,73,636,191,873,420,747,1088,315,419,490,95,475
K05851,6,37,18,64,159,26,80,816,30,10,105,126,28,53,16,83,47,320,105
K05853,224,1162,116,141,358,269,167,33,618,61,289,883,292,1011,109,169,157,47,155
K05854,6,3,8,0,0,5,0,0,9,3,0,4,1,1,0,0,3,3,1
K05855,9,1,8,3,6,3,0,1,4,2,4,9,12,17,12,2,8,3,1
K05856,5,8,6,2,8,6,2,0,5,0,2,1,13,5,2,3,11,2,3
K05857,288,746,382,381,515,378,235,20,571,171,660,638,710,945,198,387,215,24,387
K05858,46,58,91,97,88,47,43,9,62,28,142,59,140,125,38,98,45,14,88
K05859,6,2,6,11,19,7,10,3,11,3,15,17,33,23,8,11,6,6,9
K05860,15,18,44,55,15,24,14,4,36,9,66,36,51,49,25,32,20,4,25
K05861,3,5,6,7,0,4,2,1,3,5,2,2,10,13,0,1,1,0,5
K05862,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K05863,392,773,447,254,400,373,299,77,583,144,823,572,818,1083,243,297,412,82,440
K05864,344,517,336,286,316,296,242,85,507,138,579,542,651,813,174,286,253,37,368
K05865,11,3,9,12,4,9,6,4,7,2,6,7,20,14,7,14,10,0,0
K05866,4,2,2,2,0,2,5,2,1,4,2,3,5,0,5,2,3,3,0
K05867,3,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,1
K05868,18,1,10,5,2,11,1,2,3,5,10,3,3,24,5,1,9,3,2
K05869,204,167,228,294,228,161,130,39,241,82,359,187,401,268,134,280,142,38,233
K05870,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
K05871,4,0,9,4,5,4,0,0,15,3,2,8,3,5,1,5,3,2,0
K05872,9,2,7,5,0,6,3,1,4,5,5,7,5,13,4,2,9,8,2
K05873,0,10,8,1,2,14,25,15,14,9,10,13,0,19,7,0,1,17,5
K05874,28,10,15,6,12,18,24,17,6,11,15,8,9,12,8,3,6,25,21
K05875,18,6,10,3,4,2,14,26,5,5,21,6,3,10,8,0,22,16,3
K05876,3,1,1,0,0,0,1,2,0,0,0,0,2,2,0,0,1,2,0
K05877,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,2
K05878,309,1525,1893,1309,85,1118,1239,2536,1971,1349,2092,1578,1295,1069,1424,3028,540,1343,1292
K05879,64,704,887,714,25,483,430,453,880,697,704,522,474,389,522,1389,104,295,390
K05880,0,0,0,1,0,2,1,0,0,3,1,2,2,1,0,1,2,1,0
K05881,2,14,37,16,0,22,4,3,37,35,0,7,10,25,39,9,10,3,2
K05882,867,2226,1455,712,469,2072,1593,2721,2476,1334,1351,1789,1135,2027,1483,1168,1045,2292,1318
K05884,645,586,781,487,89,705,699,1061,943,881,875,1187,728,493,1324,514,371,735,218
K05886,16,66,54,82,11,63,41,72,76,56,69,80,165,63,30,74,84,61,117
K05887,0,2,6,0,0,0,2,1,0,3,4,0,3,0,2,0,0,0,0
K05889,1357,2107,530,219,605,1268,770,754,1575,418,975,1415,585,1577,868,547,1092,606,927
K05894,257,221,165,131,55,141,116,132,212,115,168,272,123,181,152,205,207,137,116
K05895,728,2014,4333,2252,285,1262,1400,846,2028,4027,1735,837,2828,1559,4089,2408,638,588,1967
K05896,7615,5845,10656,8952,803,4128,5414,10469,6738,9935,7513,9625,10107,4406,10702,8709,4668,4655,5766
K05898,1459,1964,372,182,321,1194,819,1072,1366,404,852,1485,591,1565,707,313,1268,917,748
K05901,0,0,1,0,2,3,13,0,0,1,0,8,0,0,1,1,1,0,0
K05906,14,17,37,12,23,22,31,8,19,19,35,11,30,32,13,9,15,7,17
K05907,72,529,14,12,65,112,39,33,203,5,30,403,24,405,19,15,23,18,20
K05909,77,64,83,54,33,93,42,43,83,54,39,41,69,77,43,56,44,30,39
K05910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K05913,10,191,103,20,8,134,118,47,159,78,67,38,34,138,88,62,16,57,45
K05916,80,399,84,56,58,262,160,241,320,56,200,395,246,292,66,98,203,249,178
K05917,210,845,120,82,366,280,193,93,427,57,363,628,371,700,128,84,280,101,284
K05919,26,2,10,0,2,1,13,16,7,22,9,9,2,0,16,0,10,2,2
K05921,378,1510,903,481,163,871,792,1981,1276,724,833,1104,621,1212,921,721,432,1424,448
K05925,207,771,150,236,169,262,154,28,501,88,314,857,362,883,88,183,150,34,198
K05926,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2
K05927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
K05928,216,593,156,133,251,199,172,91,320,89,367,463,346,514,98,143,116,75,211
K05929,88,138,107,81,43,120,107,419,129,105,87,154,78,181,85,139,153,294,70
K05931,139,387,153,144,264,114,99,22,216,53,343,146,294,277,86,122,112,26,180
K05933,74,99,60,65,43,109,80,117,96,78,136,98,97,112,47,205,77,71,89
K05934,488,770,537.5,893,138,541.5,662,3293,949,366.5,947,1055,942,697,437,1594,703,1479,1297
K05936,1399,3219,4671,3295,600,1975,2049,4830,3534,4008,2866,2130,3998,2528,4510,3698,1854,2844,2630
K05937,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
K05939,4761,2537,747,765,792,2086,1776,6743,2550,620,1368,3619,1329,2555,1190,1531,5783,3714,2272
K05940,6,8,20,37,10,9,9,4,23,5,44,9,48,19,11,30,9,2,10
K05941,173,177,169,177,272,163,141,14,199,73,388,151,412,344,114,193,129,21,246
K05946,395,1562,239,353,22,520,357,304,620,251,390,473,361,928,421,599,284,259,523
K05947,0,14,16,1,0,55,3,0,96,12,1,0,16,14,107,3,0,0,1
K05948,1,0,1,3,0,4,1,0,5,2,8,1,4,8,0,2,12,0,2
K05951,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
K05952,401,238,166,124,65,237,182,219,312,159,183,343,173,232,241,215,270,155,128
K05954,192,706,151,125,271,230,144,43,387,64,325,539,343,696,106,133,125,42,167
K05955,85,181,62,61,109,54,52,14,117,33,175,84,174,152,50,53,53,15,81
K05956,215,577,162,112,221,233,188,93,346,55,350,372,334,635,118,116,127,91,192
K05957,0,19,11,7,4,17,13,3,26,3,18,12,19,17,9,26,0,16,7
K05961,8,10,6,6,0,9,8,6,8,22,12,22,10,5,15,14,9,5,8
K05962,61,64,65,57,26,70,90,95,79,47,97,88,104,71,30,81,86,55,159
K05964,0,2,0,0,0,4,0,0,1,1,0,1,0,0,2,0,0,0,1
K05966,74,58,31,4,8,45,73,89,45,60,28,47,14,47,30,7,85,72,12
K05967,49,214,3,4,23,12,3,1075,9,8,3,269,6,68,17,3,336,303,1
K05970,2427,4749,2432,2787,1902,5075,4456,4562,6195,1438,3508,4686,3409,5385,3170,5544,3271,3907,5861
K05972,7,3,2,7,6,3,12,14,4,6,9,4,7,8,3,6,10,4,1
K05973,202,893,802,1065,162,773,412,464,1152,554,935,323,1101,762,601,1436,211,361,1705
K05978,0,1514,5312,2267,2,529,968,0,932,5462,968,204,2781,816,4830,1835,0,0,448
K05979,329,1104,3035,2069,67,808,1164,355,1345,2956,1365,580,2814,681,2828,2966,399,250,1083
K05982,4,34,73,36,9,55,88,108,57,80,93,17,114,29,38,80,91,132,62
K05984,104,43,13,11,25,30,8,19,40,22,20,28,20,46,35,13,77,9,24
K05985,0,7,0,4,0,3,1,1,3,0,1,12,3,8,0,13,0,0,0
K05986,266,77,63,76,13,61,101,160,74,82,107,162,104,53,105,59,155,90,52
K05988,0,1,3,4,0,2,0,0,2,2,6,0,3,0,1,15,0,0,5
K05989,1141,994,1031,1044,433,1315,962,846,1490,626,1009,1003,1107,1247,923,1771,864,721,941
K05991,187,178,211,153,62,161,185,108,208,132,213,102,265,219,114,185,175,73,146
K05994,91,54,93,52,18,93,165,152,57,115,157,126,116,68,74,99,70,127,100
K05995,482,1375,399,381,181,483,801,579,647,269,1133,727,988,641,284,407,428,400,792
K05996,256,524,459,213,47,475,857,1141,558,649,775,780,779,256,660,275,440,707,325
K05997,15,18,31,41,22,14,29,29,24,31,42,11,24,10,16,72,11,55,26
K05998,0,0,2,0,8,0,0,0,0,0,4,0,2,0,1,0,0,5,0
K05999,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
K06001,630,4006,2439,2016,387,1669,3383,6204,3181,1704,5728,3378,3978,2815,2128,3389,1577,4063,2631
K06002,34,19,29,29,37,26,24,2,43,24,50,11,53,44,19,33,42,3,29
K06006,2,3,2,5,20,3,30,257,4,2,8,42,10,39,5,9,0,41,25
K06007,0,0,2,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,1
K06008,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0
K06009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K06013,2579,1655,1596,1523,235,1382,1744,4309,2200,1401,2640,2602,2342,1284,1852,1625,2937,2117,1037
K06015,6399,7788.5,2805,1442.5,2005,5658.5,6006,13012,6927,2520,4383,6037,2236,6706,3116,2221.5,7131,10483,2471
K06016,2384,6473,4207,3908,1131,3955,3277,7619,5769,2712,5171,3047,5089,4968,2644,6224,2781,6103,7526
K06018,1,3,0,0,0,0,0,3,0,0,2,3,2,0,1,0,1,1,2
K06019,20,49,26,22,6,47,74,72,43,52,46,53,59,37,35,36,20,68,28
K06020,6835.5,8730.5,3867.5,4278,2128,5299.5,3731.5,6105.5,8114.5,2532,5786,7060,5362.5,8580,3835,7157,5672,4901.5,6222
K06021,3,1,0,0,0,2,2,0,4,0,1,2,3,1,0,4,3,0,1
K06022,0.5,25.5,3,7,2.5,12,13,22.5,15.5,2,7.5,15.5,16,17,3.5,22,7,13.5,26
K06023,128,670,290,378,119,720,499,659,965,236,468,433,478,535,536,796,182,461,882
K06024,6694,4862,8224,6583,714,3360,4221,9261,5050,7584,6399,9566,7836,3621,8228,6060,4207,3873,3324
K06027,973,2713,1427,1366,1066,1109,1185,255,1825,1332,2078,1941,2708,2535,1318,1197,660,267,1549
K06030,4,1,2,0,0,4,1,3,2,2,10,0,6,11,3,3,9,0,9
K06033,1,78,31,5,12,64,27,46,60,8,23,31,5,44,17,27,5,36,6
K06034,606,695,394,408,152,401,311,596,576,284,481,737,358,653,386,642,475,437,248
K06039,52,108,39,108,145,77,33,48,89,90,169,104,173,155,63,294,71,34,42
K06041,14285,7981,10303,9171,1455,5260,6432,12947,8685,9572,10429,15524,10556,6700,11159,9873,9873,6566,5647
K06042,1025,2379,3881,2812,471,1410,1551,3450,2420,3292,2565,1577,3626,1968,3632,4424,1298,1650,3032
K06044,20,14,8,20,44.5,14,24,243,1,9,14,7,6,2.5,0,8,4,158,91
K06045,237,2128,806,759,569,1560,1626,3012,2070,646,1021,1495,900,2065,660,1767,992,2634,1229
K06046,0,3,2,2,0,1,5,0,1,2,16,2,0,1,0,1,1,1,1
K06047,244,106,145,136,95,106,104,35,150,78,188,72,236,228,83,96,204,38,82
K06048,199,1488,5895,2952,97,2523,916,1757,2880,7879,710,876,1519,502,6077,2902,341,1196,597
K06049,122,297,181,172,23,342,155,113,356,120,212,140,191,198,225,235,129,66,218
K06051,257,199,58,4,68,90,41,45,189,31,34,248,39,367,28,13,123,30,30
K06052,268,62,38,14,91,46,26,40,84,18,35,27,47,55,27,16,186,39,34
K06053,3,4,1,1,2,7,2,1,5,0,27,3,13,23,4,0,15,2,8
K06054,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
K06057,0,0,1,2,0,3,0,0,0,0,9,3,2,7,0,0,12,0,5
K06058,57,77,61,50,85,60,21,12,61,36,52,42,87,68,30,33,66,15,27
K06059,1,8,8,4,1,4,7,2,6,3,25,4,5,12,2,1,19,2,11
K06060,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0
K06062,142,939,124,79,117,420,68,31,535,76,120,533,155,1003,130,56,111,25,91
K06063,159,254,150,122,284,144,176,44,325,70,407,302,373,437,89,156,159,47,208
K06065,7,315,26,35,41,38,11,0,75,5,34,112,47,75,9,26,8,1,17
K06066,15,203,14,17,25,23,9,0,18,5,30,48,28,34,11,13,12,2,12
K06067,720,1210,663,597,697,510,385,146,877,244,1333,1102,1288,1076,380,609,480,115,747
K06068,30,17,33,28,12,20,18,4,23,13,30,13,20,18,13,14,39,8,25
K06069,26,13,25,15,10,25,20,3,24,12,41,15,43,42,13,27,16,5,34
K06070,14,10,16,18,7,17,19,5,13,18,49,19,33,21,3,9,55,11,25
K06071,20,20,32,31,12,21,19,12,42,13,45,34,54,61,19,18,38,9,25
K06072,133,1278,337,276,153,442,762,1493,646,254,1085,1047,872,766,223,623,312,934,528
K06073,0,9,4,17,0,6,8,0,10,10,15,4,11,13,5,19,0,0,10
K06074,1,6,8,25,8,5,17,136,26,5,13,30,10,25,10,35,3,32,36
K06075,43,77,57,46,14,107,82,205,85,56,51,69,34,69,45,74,42,130,79
K06076,182,516,191,257,162,508,422,907,448,236,445,627,574,391,162,431,270,558,631
K06077,38,12,9,11,15,15,12,66,12,9,12,30,9,19,8,24,31,18,11
K06078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
K06079,0,26,2,0,0,22,5,10,10,1,0,44,19,9,2,2,0,15,12
K06080,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K06082,1,5,2,2,0,2,2,3,2,0,7,0,5,6,0,1,15,0,2
K06083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
K06084,0,1,2,0,2,4,2,2,1,0,5,1,2,1,0,3,4,0,0
K06085,4,2,1,0,1,3,2,0,2,2,3,2,3,1,0,2,3,0,1
K06086,0,1,2,0,0,2,0,1,3,1,0,0,2,2,0,0,0,2,1
K06087,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
K06091,4,4,10,4,5,8,3,0,5,2,31,9,22,11,2,1,16,2,8
K06092,0,1,0,1,0,1,2,0,0,0,5,0,0,1,0,0,1,0,3
K06093,0,3,5,1,0,3,1,1,3,0,2,2,2,0,2,0,2,2,1
K06094,0,6,4,0,0,4,1,0,0,0,12,3,2,9,0,0,11,0,2
K06095,2,4,2,7,0,8,6,0,2,2,7,4,8,16,4,3,25,3,6
K06096,7,23,2,3,5,14,5,3,19,3,5,13,8,17,3,2,6,1,4
K06097,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
K06099,0,3,1,2,0,2,0,0,0,4,1,9,5,7,0,0,0,4,2
K06100,181,1651,15,25,256,392,114,11,618,19,144,1072,127,1288,68,35,99,11,56
K06101,26,16,21,11,7,24,8,6,22,11,39,17,31,20,13,9,26,8,8
K06103,16,14,19,7,9,8,8,4,11,11,47,13,21,20,6,24,17,4,13
K06104,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1
K06106,1,2,5,4,3,7,4,3,3,2,5,7,8,8,3,3,10,0,0
K06107,2,5,3,2,0,1,2,2,0,0,9,0,0,6,0,0,7,1,2
K06108,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
K06109,5,2,4,5,3,1,2,1,5,2,4,1,4,5,1,2,11,3,2
K06110,5,486,3,4,63,28,9,0,58,2,9,74,5,66,1,3,13,1,1
K06111,2,2,1,2,1,6,1,4,1,0,11,0,5,2,0,2,13,2,6
K06112,0,0,0,0,1,0,0,2,0,1,0,2,0,1,0,0,1,0,0
K06113,75,134,70,34,154,170,96,157,139,47,72,97,18,158,100,66,267,149,34
K06114,13,36,45,13,7,30,18,13,15,17,53,28,24,51,13,9,73,14,52
K06115,27,33,38,30,25,55,28,10,31,14,101,28,85,99,31,33,195,26,51
K06116,0,4,0,0,0,5,1,0,5,0,0,2,0,4,10,0,0,2,0
K06118,420,2400,6454,4518,246,1623,2117,552,3139,6012,4215,1203,6766,1793,6619,4079,295,311,3212
K06119,219,1734,2313,1625,268,930,974,53,1491,2574,1541,900,2469,1351,2444,1429,117,42,1031
K06120,1,4,0,0,0,1,1,2,0,0,0,1,0,6,0,2,2,9,0
K06121,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
K06122,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
K06123,73,93,60,47,13,109,112,136,64,92,54,119,52,86,64,50,79,109,72
K06124,2,1,4,1,1,3,1,0,3,1,3,1,6,2,0,0,1,0,0
K06125,266,600,434,427,236,292,294,184,479,409,509,570,559,567,360,529,180,98,272
K06126,206,728,114,135,89,199,101,87,400,120,153,567,101,640,154,131,178,69,56
K06127,349,596,769,669,159,341,366,472,544,586,610,884,696,518,548,608,228,174,259
K06128,40,30,26,4,20,21,11,22,29,11,22,20,10,44,17,11,14,19,19
K06129,68,30,50,13,30,42,11,5,44,26,31,27,20,41,17,23,44,7,19
K06130,142,284,141,133,187,143,149,41,211,61,342,189,303,361,88,137,108,43,183
K06131,167,841,306,653,127,660,517,923,814,169,639,643,1283,637,215,706,338,806,1624
K06132,47,544,49,90,39,372,205,360,286,32,136,511,313,419,67,91,41,390,382
K06133,189,1401,143,122,234,406,232,248,534,95,224,607,269,1008,144,117,164,270,205
K06134,6069,4380,5720,4856,502,3833,3193,4972,5893,5581,5189,7788,5145,3359,6057,6539,3386,2376,2121
K06135,3,12,1,2,0,8,2,13,19,0,2,6,0,16,3,0,0,13,3
K06136,2383,1909,1480,1711,612,1385,1847,2593,2423,1144,2458,2785,2300,1634,1364,1885,2107,1503,1888
K06137,1157,2446,1903,1581,206,1423,1680.5,4444.5,2336,1818,1864,2748.5,2530,1317,1526.5,1662,1255,3052,1663
K06138,70,123,88,128,24,114,102.5,138.5,159,83,168,105.5,175,58,56.5,200,39,73,218
K06139,476,795,656,915,149,714,595,904,1166,475,1092,835,1205,633,490,1342,299,542,1836
K06140,4,68,21,22,18,73,30,48,28,19,19,117,79,46,11,47,1,65,49
K06141,9,5,3,0,9,4,15,139,2,3,0,20,4,30,4,11,5,29,20
K06142,1694,347,456,593,60,372,409,1107,491,405,600,1069,529,363,554,529,1336,523,172
K06143,103,265,35,63,31,198,140,138,184,26,60,272,204,185,57,96,57,139,209
K06145,764,1119,436,1042,252,752,503,792,1180,235,1374,602,1530,985,351,1736,414,439,2783
K06147,34280,46025,37544,29070,9571,24222,23030,41425,38069,32165,33781,34915,41052,36134,36240,35802,29353,26832,27683
K06148,1722,1710,1676,1247,361,1196,1307,2934,1517,1958,1395,2600,1383,1463,1658,1242,1287,1585,1683
K06149,374,178,113,60,100,199,64,202,219,92,84,247,150,244,135,177,265,115,204
K06151,337,570,405,754,163,698,447,628,800,289,892,453,1124,437,297,656,232,516,2052
K06152,111,103,77,130,40,123,93,150,144,70,164,75,250,101,35,125,72,122,356
K06153,10377,7730,10517,7181,1008,6790,6068,10283,10042,11179,7279,10464,7741,5378,11626,10161,7440,5089,4865
K06154,0,2,0,0,0,0,4,18,2,7,1,12,5,6,0,0,0,10,1
K06155,218,120,104,186,7,108,119,133,227,72,278,413,144,220,205,167,133,84,53
